"","Trap","Emptied","period","eb_start","eb_end","gas_start","gas_end","gas_accumulated","time_accumulated","time_hr","Site"
"744","D5E","No","2~3","2022-08-16 13:58:49","2022-08-16 17:15:23",1,5,4,"11794.4409999847s (~3.28 hours)",3.27623361110687,"Deans"
"745","D5E","No","3~4","2022-08-16 17:15:23","2022-08-16 20:02:31",5,0,-5,"10028.3809998035s (~2.79 hours)",2.78566138883432,"Deans"
"746","D5E","No","4~5","2022-08-16 20:02:31","2022-08-16 22:55:06",0,10,10,"10354.0990002155s (~2.88 hours)",2.87613861117098,"Deans"
"747","D5E","No","5~6","2022-08-16 22:55:06","2022-08-17 02:07:05",10,10,0,"11519.1749999523s (~3.2 hours)",3.19977083332009,"Deans"
"748","D5E","No","6~7","2022-08-17 02:07:05","2022-08-17 05:16:19",10,10,0,"11354.2899999619s (~3.15 hours)",3.15396944443385,"Deans"
"749","D5E","Yes","7~8","2022-08-17 05:16:19","2022-08-17 09:44:22",10,10.8,0.800000000000001,"16083.128000021s (~4.47 hours)",4.46753555556138,"Deans"
"750","D5E","No","8~9","2022-08-17 09:44:22","2022-08-17 07:58:00",0,10.8,10.8,"-6382.68099999428s (~-1.77 hours)",-1.77296694444286,"Deans"
"751","D1A","No","NA~0",NA,"2022-08-30 09:01:00",NA,0,NA,NA,NA,"Deans"
"752","D1A","No","0~1","2022-08-30 09:01:00","2022-08-30 10:04:07",0,0,0,"3787.45499992371s (~1.05 hours)",1.05207083331214,"Deans"
"753","D1A","No","1~2","2022-08-30 10:04:07","2022-08-30 12:52:04",0,0.1,0.1,"10076.7020001411s (~2.8 hours)",2.7990838889281,"Deans"
"754","D1A","No","2~3","2022-08-30 12:52:04","2022-08-30 15:56:18",0.1,0.4,0.3,"11054.3069999218s (~3.07 hours)",3.07064083331161,"Deans"
"755","D1A","No","3~4","2022-08-30 15:56:18","2022-08-30 20:13:13",0.4,0.5,0.1,"15414.6990001202s (~4.28 hours)",4.28186083336671,"Deans"
"756","D1A","No","4~5","2022-08-30 20:13:13","2022-08-30 22:08:06",0.5,0.5,0,"6893.4969997406s (~1.91 hours)",1.91486027770572,"Deans"
"757","D1A","No","5~6","2022-08-30 22:08:06","2022-08-31 01:43:11",0.5,0.5,0,"12905.1380000114s (~3.58 hours)",3.58476055555873,"Deans"
"758","D1A","No","6~7","2022-08-31 01:43:11","2022-08-31 04:28:42",0.5,2.5,2,"9931.17700004578s (~2.76 hours)",2.75866027779049,"Deans"
"759","D1A","No","7~8","2022-08-31 04:28:42","2022-08-31 07:15:34",2.5,2.5,0,"10011.8770000935s (~2.78 hours)",2.78107694447041,"Deans"
"760","D1A","No","8~9","2022-08-31 07:15:34","2022-08-31 08:50:00",2.5,3.2,0.7,"5665.14800000191s (~1.57 hours)",1.57365222222275,"Deans"
"761","D1B","No","NA~0",NA,"2022-08-30 09:02:00",NA,0,NA,NA,NA,"Deans"
"762","D1B","No","0~1","2022-08-30 09:02:00","2022-08-30 10:04:37",0,0,0,"3757.45499992371s (~1.04 hours)",1.04373749997881,"Deans"
"763","D1B","No","1~2","2022-08-30 10:04:37","2022-08-30 12:52:34",0,0,0,"10076.7020001411s (~2.8 hours)",2.7990838889281,"Deans"
"764","D1B","No","2~3","2022-08-30 12:52:34","2022-08-30 15:56:48",0,0.1,0.1,"11054.3069999218s (~3.07 hours)",3.07064083331161,"Deans"
"765","D1B","No","3~4","2022-08-30 15:56:48","2022-08-30 20:13:43",0.1,0.3,0.2,"15414.6990001202s (~4.28 hours)",4.28186083336671,"Deans"
"766","D1B","No","4~5","2022-08-30 20:13:43","2022-08-30 22:08:36",0.3,0.3,0,"6893.4969997406s (~1.91 hours)",1.91486027770572,"Deans"
"767","D1B","No","5~6","2022-08-30 22:08:36","2022-08-31 01:43:41",0.3,0.4,0.1,"12905.1380000114s (~3.58 hours)",3.58476055555873,"Deans"
"768","D1B","No","6~7","2022-08-31 01:43:41","2022-08-31 04:29:12",0.4,0.4,0,"9931.17700004578s (~2.76 hours)",2.75866027779049,"Deans"
"769","D1B","No","7~8","2022-08-31 04:29:12","2022-08-31 07:16:04",0.4,0.4,0,"10011.8770000935s (~2.78 hours)",2.78107694447041,"Deans"
"770","D1B","No","8~9","2022-08-31 07:16:04","2022-08-31 08:52:00",0.4,2.1,1.7,"5755.14800000191s (~1.6 hours)",1.59865222222275,"Deans"
"771","D1C","No","NA~0",NA,"2022-08-30 09:03:00",NA,0,NA,NA,NA,"Deans"
"772","D1C","No","0~1","2022-08-30 09:03:00","2022-08-30 10:06:52",0,0,0,"3832.89633345604s (~1.06 hours)",1.06469342596001,"Deans"
"773","D1C","No","1~2","2022-08-30 10:06:52","2022-08-30 12:54:40",0,0,0,"10067.2969999313s (~2.8 hours)",2.79647138886982,"Deans"
"774","D1C","No","2~3","2022-08-30 12:54:40","2022-08-30 15:58:32",0,0.1,0.1,"11032.3353331089s (~3.06 hours)",3.06453759253025,"Deans"
"775","D1C","No","3~4","2022-08-30 15:58:32","2022-08-30 20:16:14",0.1,0.1,0,"15461.8470001221s (~4.29 hours)",4.29495750003391,"Deans"
"776","D1C","No","4~5","2022-08-30 20:16:14","2022-08-30 22:10:39",0.1,0.1,0,"6865.45500016212s (~1.91 hours)",1.90707083337837,"Deans"
"777","D1C","No","5~6","2022-08-30 22:10:39","2022-08-31 01:46:34",0.1,0.2,0.1,"12954.2946665287s (~3.6 hours)",3.59841518514686,"Deans"
"778","D1C","No","6~7","2022-08-31 01:46:34","2022-08-31 04:31:09",0.2,0.1,-0.1,"9875.57966661453s (~2.74 hours)",2.74321657405959,"Deans"
"779","D1C","No","7~8","2022-08-31 04:31:09","2022-08-31 07:17:55",0.1,0.2,0.1,"10006.2550001144s (~2.78 hours)",2.77951527780957,"Deans"
"780","D1C","No","8~9","2022-08-31 07:17:55","2022-08-31 08:53:00",0.2,0.5,0.3,"5704.03999996185s (~1.58 hours)",1.58445555554496,"Deans"
"781","D1D","No","NA~0",NA,"2022-08-30 09:04:00",NA,0,NA,NA,NA,"Deans"
"782","D1D","No","0~1","2022-08-30 09:04:00","2022-08-30 10:07:45",0,0,0,"3825.52666664124s (~1.06 hours)",1.06264629628923,"Deans"
"783","D1D","No","1~2","2022-08-30 10:07:45","2022-08-30 12:55:33",0,0,0,"10067.8999998569s (~2.8 hours)",2.79663888884915,"Deans"
"784","D1D","No","2~3","2022-08-30 12:55:33","2022-08-30 15:59:16",0,0.1,0.1,"11023.3656668663s (~3.06 hours)",3.06204601857397,"Deans"
"785","D1D","No","3~4","2022-08-30 15:59:16","2022-08-30 20:17:02",0.1,0.1,0,"15465.8759999275s (~4.3 hours)",4.29607666664653,"Deans"
"786","D1D","No","4~5","2022-08-30 20:17:02","2022-08-30 22:11:31",0.1,0.1,0,"6868.44099998474s (~1.91 hours)",1.90790027777354,"Deans"
"787","D1D","No","5~6","2022-08-30 22:11:31","2022-08-31 01:48:08",0.1,0.1,0,"12997.5503334999s (~3.61 hours)",3.61043064819442,"Deans"
"788","D1D","No","6~7","2022-08-31 01:48:08","2022-08-31 04:32:04",0.1,0.1,0,"9835.97833323479s (~2.73 hours)",2.73221620367633,"Deans"
"789","D1D","No","7~8","2022-08-31 04:32:04","2022-08-31 07:18:46",0.1,0.1,0,"10001.5260000229s (~2.78 hours)",2.77820166667302,"Deans"
"790","D1D","No","8~9","2022-08-31 07:18:46","2022-08-31 08:54:00",0.1,0.7,0.6,"5713.83599996567s (~1.59 hours)",1.58717666665713,"Deans"
"791","D1E","No","NA~0",NA,"2022-08-30 09:05:00",NA,0,NA,NA,NA,"Deans"
"792","D1E","No","0~1","2022-08-30 09:05:00","2022-08-30 10:08:38",0,0,0,"3818.15700006485s (~1.06 hours)",1.06059916668468,"Deans"
"793","D1E","No","1~2","2022-08-30 10:08:38","2022-08-30 12:56:26",0,0.1,0.1,"10068.5029997826s (~2.8 hours)",2.79680638882849,"Deans"
"794","D1E","No","2~3","2022-08-30 12:56:26","2022-08-30 16:00:01",0.1,0.3,0.2,"11014.3960001469s (~3.06 hours)",3.05955444448524,"Deans"
"795","D1E","No","3~4","2022-08-30 16:00:01","2022-08-30 20:17:50",0.3,0.3,0,"15469.9049999714s (~4.3 hours)",4.29719583332539,"Deans"
"796","D1E","No","4~5","2022-08-30 20:17:50","2022-08-30 22:12:22",0.3,0.3,0,"6871.42700004578s (~1.91 hours)",1.90872972223494,"Deans"
"797","D1E","No","5~6","2022-08-30 22:12:22","2022-08-31 01:49:43",0.3,0.4,0.1,"13040.8059999943s (~3.62 hours)",3.62244611110952,"Deans"
"798","D1E","No","6~7","2022-08-31 01:49:43","2022-08-31 04:32:59",0.4,0.4,0,"9796.37700009346s (~2.72 hours)",2.72121583335929,"Deans"
"799","D1E","No","7~8","2022-08-31 04:32:59","2022-08-31 07:19:36",0.4,0.4,0,"9996.79699993134s (~2.78 hours)",2.77688805553648,"Deans"
"800","D1E","No","8~9","2022-08-31 07:19:36","2022-08-31 08:55:00",0.4,1.5,1.1,"5723.63199996948s (~1.59 hours)",1.5898977777693,"Deans"
"801","D2A","No","NA~0",NA,"2022-08-30 08:54:00",NA,0,NA,NA,NA,"Deans"
"802","D2A","No","0~1","2022-08-30 08:54:00","2022-08-30 10:12:21",0,0.1,0.1,"4701.66199994087s (~1.31 hours)",1.3060172222058,"Deans"
"803","D2A","No","1~2","2022-08-30 10:12:21","2022-08-30 12:59:49",0.1,0.3,0.2,"10047.5s (~2.79 hours)",2.79097222222222,"Deans"
"804","D2A","No","2~3","2022-08-30 12:59:49","2022-08-30 16:04:19",0.3,0.6,0.3,"11070.3960001469s (~3.08 hours)",3.0751100000408,"Deans"
"805","D2A","No","3~4","2022-08-30 16:04:19","2022-08-30 20:23:32",0.6,1.7,1.1,"15552.7100000381s (~4.32 hours)",4.32019722223282,"Deans"
"806","D2A","No","4~5","2022-08-30 20:23:32","2022-08-30 22:16:14",1.7,0.5,-1.2,"6762.59099984169s (~1.88 hours)",1.87849749995603,"Deans"
"807","D2A","No","5~6","2022-08-30 22:16:14","2022-08-31 01:53:32",0.5,2.3,1.8,"13037.3350000381s (~3.62 hours)",3.62148194445504,"Deans"
"808","D2A","No","6~7","2022-08-31 01:53:32","2022-08-31 04:36:38",2.3,2,-0.3,"9786.77600002289s (~2.72 hours)",2.71854888889525,"Deans"
"809","D2A","No","7~8","2022-08-31 04:36:38","2022-08-31 07:22:53",2,2.3,0.3,"9974.99199986458s (~2.77 hours)",2.77083111107349,"Deans"
"810","D2A","No","8~9","2022-08-31 07:22:53","2022-08-31 08:57:00",2.3,4.6,2.3,"5646.03800010681s (~1.57 hours)",1.56834388891856,"Deans"
"811","D2B","No","NA~0",NA,"2022-08-30 08:55:00",NA,0,NA,NA,NA,"Deans"
"812","D2B","No","0~1","2022-08-30 08:55:00","2022-08-30 10:18:57",0,0.2,0.2,"5037.02400016785s (~1.4 hours)",1.39917333337996,"Deans"
"813","D2B","No","1~2","2022-08-30 10:18:57","2022-08-30 13:05:29",0.2,0.2,0,"9992.23350000381s (~2.78 hours)",2.77562041666773,"Deans"
"814","D2B","No","2~3","2022-08-30 13:05:29","2022-08-30 16:09:30",0.2,0.3,0.1,"11040.9074997902s (~3.07 hours)",3.06691874994172,"Deans"
"815","D2B","No","3~4","2022-08-30 16:09:30","2022-08-30 20:28:27",0.3,0.5,0.2,"15536.9050002098s (~4.32 hours)",4.31580694450272,"Deans"
"816","D2B","No","4~5","2022-08-30 20:28:27","2022-08-30 22:22:42",0.5,0.5,0,"6855.54499983788s (~1.9 hours)",1.90431805551052,"Deans"
"817","D2B","No","5~6","2022-08-30 22:22:42","2022-08-31 01:58:33",0.5,0.5,0,"12951.2274999619s (~3.6 hours)",3.59756319443385,"Deans"
"818","D2B","No","6~7","2022-08-31 01:58:33","2022-08-31 04:40:03",0.5,0.5,0,"9689.42750000954s (~2.69 hours)",2.69150763889154,"Deans"
"819","D2B","No","7~8","2022-08-31 04:40:03","2022-08-31 07:26:22",0.5,0.5,0,"9979.33400011063s (~2.77 hours)",2.77203722225295,"Deans"
"820","D2B","No","8~9","2022-08-31 07:26:22","2022-08-31 08:58:00",0.5,2.5,2,"5497.39599990845s (~1.53 hours)",1.52705444441901,"Deans"
"821","D2C","No","NA~0",NA,"2022-08-30 08:56:00",NA,0,NA,NA,NA,"Deans"
"822","D2C","No","0~1","2022-08-30 08:56:00","2022-08-30 10:20:59",0,0.1,0.1,"5099.79200005531s (~1.42 hours)",1.41660888890425,"Deans"
"823","D2C","No","1~2","2022-08-30 10:20:59","2022-08-30 13:06:23",0.1,0.3,0.2,"9923.86899995804s (~2.76 hours)",2.75663027776612,"Deans"
"824","D2C","No","2~3","2022-08-30 13:06:23","2022-08-30 16:10:28",0.3,0.4,0.1,"11045.0020000935s (~3.07 hours)",3.06805611113707,"Deans"
"825","D2C","No","3~4","2022-08-30 16:10:28","2022-08-30 20:29:30",0.4,0.4,0,"15541.8029999733s (~4.32 hours)",4.31716749999258,"Deans"
"826","D2C","No","4~5","2022-08-30 20:29:30","2022-08-30 22:23:39",0.4,0.4,0,"6848.59100008011s (~1.9 hours)",1.90238638891114,"Deans"
"827","D2C","No","5~6","2022-08-30 22:23:39","2022-08-31 02:00:03",0.4,0.4,0,"12984.7359998226s (~3.61 hours)",3.60687111106184,"Deans"
"828","D2C","No","6~7","2022-08-31 02:00:03","2022-08-31 04:41:16",0.4,0.5,0.1,"9672.87700009346s (~2.69 hours)",2.68691027780374,"Deans"
"829","D2C","No","7~8","2022-08-31 04:41:16","2022-08-31 07:27:45",0.5,0.7,0.2,"9988.882999897s (~2.77 hours)",2.77468972219361,"Deans"
"830","D2C","No","8~9","2022-08-31 07:27:45","2022-08-31 08:59:00",0.7,2.9,2.2,"5474.4470000267s (~1.52 hours)",1.52067972222964,"Deans"
"831","D2D","No","NA~0",NA,"2022-08-30 08:57:00",NA,0,NA,NA,NA,"Deans"
"832","D2D","No","0~1","2022-08-30 08:57:00","2022-08-30 10:27:29",0,0,0,"5429.15499997139s (~1.51 hours)",1.50809861110316,"Deans"
"833","D2D","No","1~2","2022-08-30 10:27:29","2022-08-30 13:14:43",0,0,0,"10034.8120000362s (~2.79 hours)",2.78744777778784,"Deans"
"834","D2D","No","2~3","2022-08-30 13:14:43","2022-08-30 16:16:15",0,0,0,"10891.1929998398s (~3.03 hours)",3.02533138884438,"Deans"
"835","D2D","No","3~4","2022-08-30 16:16:15","2022-08-30 20:37:18",0,0,0,"15663.7039999962s (~4.35 hours)",4.35102888888783,"Deans"
"836","D2D","No","4~5","2022-08-30 20:37:18","2022-08-30 22:29:35",0,0,0,"6736.79400014877s (~1.87 hours)",1.87133166670799,"Deans"
"837","D2D","No","5~6","2022-08-30 22:29:35","2022-08-31 02:06:57",0,0,0,"13041.4289999008s (~3.62 hours)",3.62261916663912,"Deans"
"838","D2D","No","6~7","2022-08-31 02:06:57","2022-08-31 04:47:50",0,0,0,"9652.98600006104s (~2.68 hours)",2.68138500001695,"Deans"
"839","D2D","No","7~8","2022-08-31 04:47:50","2022-08-31 07:32:11",0,0.1,0.1,"9861.28299999237s (~2.74 hours)",2.73924527777566,"Deans"
"840","D2D","No","8~9","2022-08-31 07:32:11","2022-08-31 09:01:00",0.1,0.3,0.2,"5328.64400005341s (~1.48 hours)",1.48017888890372,"Deans"
"841","D2E","No","NA~0",NA,"2022-08-30 08:58:00",NA,0,NA,NA,NA,"Deans"
"842","D2E","No","0~1","2022-08-30 08:58:00","2022-08-30 10:29:43",0,0.2,0.2,"5503.99699997902s (~1.53 hours)",1.52888805554973,"Deans"
"843","D2E","No","1~2","2022-08-30 10:29:43","2022-08-30 13:17:32",0.2,0.5,0.3,"10068.0346667767s (~2.8 hours)",2.79667629632685,"Deans"
"844","D2E","No","2~3","2022-08-30 13:17:32","2022-08-30 16:18:36",0.5,0.7,0.2,"10864.9309999943s (~3.02 hours)",3.0180363888873,"Deans"
"845","D2E","No","3~4","2022-08-30 16:18:36","2022-08-30 20:39:47",0.7,2.5,1.8,"15670.6149997711s (~4.35 hours)",4.35294861104753,"Deans"
"846","D2E","No","4~5","2022-08-30 20:39:47","2022-08-30 22:31:55",2.5,2.8,0.3,"6728.14599990845s (~1.87 hours)",1.86892944441901,"Deans"
"847","D2E","No","5~6","2022-08-30 22:31:55","2022-08-31 02:09:21",2.8,2.9,0.1,"13045.8796668053s (~3.62 hours)",3.62385546300146,"Deans"
"848","D2E","No","6~7","2022-08-31 02:09:21","2022-08-31 04:50:04",2.9,4.8,1.9,"9642.96833348274s (~2.68 hours)",2.67860231485632,"Deans"
"849","D2E","No","7~8","2022-08-31 04:50:04","2022-08-31 07:34:10",4.8,5,0.2,"9846.25933337212s (~2.74 hours)",2.73507203704781,"Deans"
"850","D2E","No","8~9","2022-08-31 07:34:10","2022-08-31 09:02:00",5,6.7,1.7,"5269.16899991035s (~1.46 hours)",1.46365805553065,"Deans"
"851","D3A","No","NA~0",NA,"2022-08-30 08:47:00",NA,0,NA,NA,NA,"Deans"
"852","D3A","No","0~1","2022-08-30 08:47:00","2022-08-30 10:30:44",0,0,0,"6224.93200016022s (~1.73 hours)",1.72914777782228,"Deans"
"853","D3A","No","1~2","2022-08-30 10:30:44","2022-08-30 13:18:34",0,0,0,"10069.3653330803s (~2.8 hours)",2.79704592585564,"Deans"
"854","D3A","No","2~3","2022-08-30 13:18:34","2022-08-30 16:19:34",0,0,0,"10860.5680000782s (~3.02 hours)",3.01682444446617,"Deans"
"855","D3A","No","3~4","2022-08-30 16:19:34","2022-08-30 20:40:45",0,0.2,0.2,"15670.6150000095s (~4.35 hours)",4.35294861111376,"Deans"
"856","D3A","No","4~5","2022-08-30 20:40:45","2022-08-30 22:32:57",0.2,0.4,0.2,"6732.51099991798s (~1.87 hours)",1.87014194442166,"Deans"
"857","D3A","No","5~6","2022-08-30 22:32:57","2022-08-31 02:10:33",0.4,0.5,0.1,"13055.2113335133s (~3.63 hours)",3.62644759264257,"Deans"
"858","D3A","No","6~7","2022-08-31 02:10:33","2022-08-31 04:51:17",0.5,0.6,0.1,"9643.96966648102s (~2.68 hours)",2.67888046291139,"Deans"
"859","D3A","No","7~8","2022-08-31 04:51:17","2022-08-31 07:35:11",0.6,0.5,-0.1,"9834.22766661644s (~2.73 hours)",2.73172990739346,"Deans"
"860","D3A","No","8~9","2022-08-31 07:35:11","2022-08-31 09:04:00",0.5,0.8,0.3,"5328.60000014305s (~1.48 hours)",1.4801666667064,"Deans"
"861","D3B","No","NA~0",NA,"2022-08-30 08:48:00",NA,0,NA,NA,NA,"Deans"
"862","D3B","No","0~1","2022-08-30 08:48:00","2022-08-30 10:31:45",0,0.2,0.2,"6225.867000103s (~1.73 hours)",1.72940750002861,"Deans"
"863","D3B","No","1~2","2022-08-30 10:31:45","2022-08-30 13:19:36",0.2,0.3,0.1,"10070.6959998608s (~2.8 hours)",2.79741555551688,"Deans"
"864","D3B","No","2~3","2022-08-30 13:19:36","2022-08-30 16:20:32",0.3,0.3,0,"10856.2050001621s (~3.02 hours)",3.01561250004503,"Deans"
"865","D3B","No","3~4","2022-08-30 16:20:32","2022-08-30 20:41:43",0.3,0.3,0,"15670.6149997711s (~4.35 hours)",4.35294861104753,"Deans"
"866","D3B","No","4~5","2022-08-30 20:41:43","2022-08-30 22:34:00",0.3,0.3,0,"6736.87599992752s (~1.87 hours)",1.87135444442431,"Deans"
"867","D3B","No","5~6","2022-08-30 22:34:00","2022-08-31 02:11:44",0.3,0.3,0,"13064.5430002213s (~3.63 hours)",3.62903972228368,"Deans"
"868","D3B","No","6~7","2022-08-31 02:11:44","2022-08-31 04:52:29",0.3,0.3,0,"9644.97099995613s (~2.68 hours)",2.67915861109893,"Deans"
"869","D3B","No","7~8","2022-08-31 04:52:29","2022-08-31 07:36:11",0.3,0.3,0,"9822.19599986076s (~2.73 hours)",2.7283877777391,"Deans"
"870","D3B","No","8~9","2022-08-31 07:36:11","2022-08-31 09:05:00",0.3,2.1,1.8,"5328.03100013733s (~1.48 hours)",1.48000861114926,"Deans"
"871","D3C","No","NA~0",NA,"2022-08-30 08:49:00",NA,0,NA,NA,NA,"Deans"
"872","D3C","No","0~1","2022-08-30 08:49:00","2022-08-30 10:33:33",0,0.2,0.2,"6273.66700005531s (~1.74 hours)",1.74268527779314,"Deans"
"873","D3C","No","1~2","2022-08-30 10:33:33","2022-08-30 13:21:32",0.2,0.4,0.2,"10078.6376664639s (~2.8 hours)",2.79962157401774,"Deans"
"874","D3C","No","2~3","2022-08-30 13:21:32","2022-08-30 16:22:14",0.4,0.5,0.1,"10842.2946667671s (~3.01 hours)",3.01174851854642,"Deans"
"875","D3C","No","3~4","2022-08-30 16:22:14","2022-08-30 20:44:11",0.5,0.5,0,"15716.9643332958s (~4.37 hours)",4.36582342591551,"Deans"
"876","D3C","No","4~5","2022-08-30 20:44:11","2022-08-30 22:36:40",0.5,0.6,0.1,"6748.46266674995s (~1.87 hours)",1.8745729629861,"Deans"
"877","D3C","No","5~6","2022-08-30 22:36:40","2022-08-31 02:13:35",0.6,0.5,-0.1,"13015.589666605s (~3.62 hours)",3.61544157405694,"Deans"
"878","D3C","No","6~7","2022-08-31 02:13:35","2022-08-31 04:54:23",0.5,0.5,0,"9647.96000003815s (~2.68 hours)",2.67998888889949,"Deans"
"879","D3C","No","7~8","2022-08-31 04:54:23","2022-08-31 07:38:05",0.5,0.8,0.3,"9822.18566679955s (~2.73 hours)",2.72838490744432,"Deans"
"880","D3C","No","8~9","2022-08-31 07:38:05","2022-08-31 09:06:00",0.8,2.7,1.9,"5274.23833322525s (~1.47 hours)",1.46506620367368,"Deans"
"881","D3D","No","NA~0",NA,"2022-08-30 08:50:00",NA,0,NA,NA,NA,"Deans"
"882","D3D","No","0~1","2022-08-30 08:50:00","2022-08-30 10:34:14",0,0,0,"6254.56799983978s (~1.74 hours)",1.7373799999555,"Deans"
"883","D3D","No","1~2","2022-08-30 10:34:14","2022-08-30 13:22:13",0,0,0,"10078.6653335094s (~2.8 hours)",2.79962925930818,"Deans"
"884","D3D","No","2~3","2022-08-30 13:22:13","2022-08-30 16:22:52",0,0,0,"10839.3063333035s (~3.01 hours)",3.01091842591763,"Deans"
"885","D3D","No","3~4","2022-08-30 16:22:52","2022-08-30 20:45:29",0,0,0,"15757.3246667385s (~4.38 hours)",4.37703462964959,"Deans"
"886","D3D","No","4~5","2022-08-30 20:45:29","2022-08-30 22:37:27",0,0,0,"6718.03033328056s (~1.87 hours)",1.86611953702238,"Deans"
"887","D3D","No","5~6","2022-08-30 22:37:27","2022-08-31 02:14:22",0,0,0,"13014.7113332748s (~3.62 hours)",3.61519759257634,"Deans"
"888","D3D","No","6~7","2022-08-31 02:14:22","2022-08-31 04:55:14",0,0,0,"9651.87299990654s (~2.68 hours)",2.68107583330737,"Deans"
"889","D3D","No","7~8","2022-08-31 04:55:14","2022-08-31 07:38:57",0,0.2,0.2,"9823.18333339691s (~2.73 hours)",2.7286620370547,"Deans"
"890","D3D","No","8~9","2022-08-31 07:38:57","2022-08-31 09:07:00",0.2,1.8,1.6,"5282.33766674995s (~1.47 hours)",1.46731601854165,"Deans"
"891","D3E","No","NA~0",NA,"2022-08-30 08:51:00",NA,0,NA,NA,NA,"Deans"
"892","D3E","No","0~1","2022-08-30 08:51:00","2022-08-30 10:34:55",0,0.1,0.1,"6235.46899986267s (~1.73 hours)",1.73207472218408,"Deans"
"893","D3E","No","1~2","2022-08-30 10:34:55","2022-08-30 13:22:54",0.1,0.5,0.4,"10078.6930000782s (~2.8 hours)",2.79963694446617,"Deans"
"894","D3E","No","2~3","2022-08-30 13:22:54","2022-08-30 16:23:30",0.5,2.5,2,"10836.3180000782s (~3.01 hours)",3.01008833335506,"Deans"
"895","D3E","Yes","3~4","2022-08-30 16:23:30","2022-08-30 20:46:48",2.5,18,15.5,"15797.6849999428s (~4.39 hours)",4.38824583331744,"Deans"
"896","D3E","No","4~5","2022-08-30 20:46:48","2022-08-30 22:38:15",0,0,0,"6687.59800004959s (~1.86 hours)",1.85766611112489,"Deans"
"897","D3E","No","5~6","2022-08-30 22:38:15","2022-08-31 02:15:09",0,0.5,0.5,"13013.8329999447s (~3.61 hours)",3.61495361109575,"Deans"
"898","D3E","No","6~7","2022-08-31 02:15:09","2022-08-31 04:56:05",0.5,2.7,2.2,"9655.78600001335s (~2.68 hours)",2.68216277778149,"Deans"
"899","D3E","No","7~8","2022-08-31 04:56:05","2022-08-31 07:39:49",2.7,2.6,-0.1,"9824.18099999428s (~2.73 hours)",2.72893916666508,"Deans"
"900","D3E","No","8~9","2022-08-31 07:39:49","2022-08-31 09:08:00",2.6,3.4,0.8,"5290.43700003624s (~1.47 hours)",1.4695658333434,"Deans"
"901","D4A","No","NA~0",NA,"2022-08-30 08:38:00",NA,0,NA,NA,NA,"Deans"
"902","D4A","No","0~1","2022-08-30 08:38:00","2022-08-30 10:38:47",0,0,0,"7247.26600003243s (~2.01 hours)",2.01312944445345,"Deans"
"903","D4A","No","1~2","2022-08-30 10:38:47","2022-08-30 13:27:33",0,0.2,0.2,"10126.495000124s (~2.81 hours)",2.81291527781222,"Deans"
"904","D4A","No","2~3","2022-08-30 13:27:33","2022-08-30 16:26:59",0.2,0.3,0.1,"10765.4959998131s (~2.99 hours)",2.99041555550363,"Deans"
"905","D4A","No","3~4","2022-08-30 16:26:59","2022-08-30 20:50:06",0.3,0.4,0.1,"15787.7060000896s (~4.39 hours)",4.38547388891379,"Deans"
"906","D4A","No","4~5","2022-08-30 20:50:06","2022-08-30 22:41:05",0.4,0.4,0,"6658.61599993706s (~1.85 hours)",1.84961555553807,"Deans"
"907","D4A","No","5~6","2022-08-30 22:41:05","2022-08-31 02:18:25",0.4,0.5,0.1,"13039.8229999542s (~3.62 hours)",3.62217305554284,"Deans"
"908","D4A","No","6~7","2022-08-31 02:18:25","2022-08-31 04:58:47",0.5,0.5,0,"9622.57999992371s (~2.67 hours)",2.6729388888677,"Deans"
"909","D4A","No","7~8","2022-08-31 04:58:47","2022-08-31 07:42:55",0.5,0.5,0,"9847.47600007057s (~2.74 hours)",2.7354100000196,"Deans"
"910","D4A","No","8~9","2022-08-31 07:42:55","2022-08-31 09:10:00",0.5,2.7,2.2,"5224.54200005531s (~1.45 hours)",1.45126166668203,"Deans"
"911","D4B","No","NA~0",NA,"2022-08-30 08:39:00",NA,0,NA,NA,NA,"Deans"
"912","D4B","No","0~1","2022-08-30 08:39:00","2022-08-30 10:45:12",0,0,0,"7572.96549987793s (~2.1 hours)",2.10360152774387,"Deans"
"913","D4B","No","1~2","2022-08-30 10:45:12","2022-08-30 13:34:15",0,0,0,"10142.2980000973s (~2.82 hours)",2.81730500002702,"Deans"
"914","D4B","No","2~3","2022-08-30 13:34:15","2022-08-30 16:32:20",0,0,0,"10684.7619998455s (~2.97 hours)",2.96798944440153,"Deans"
"915","D4B","No","3~4","2022-08-30 16:32:20","2022-08-30 20:54:50",0,0,0,"15750.2404999733s (~4.38 hours)",4.37506680554814,"Deans"
"916","D4B","No","4~5","2022-08-30 20:54:50","2022-08-30 22:47:06",0,0,0,"6736.69250011444s (~1.87 hours)",1.87130347225401,"Deans"
"917","D4B","No","5~6","2022-08-30 22:47:06","2022-08-31 02:23:20",0,0,0,"12973.0880000591s (~3.6 hours)",3.60363555557198,"Deans"
"918","D4B","No","6~7","2022-08-31 02:23:20","2022-08-31 05:02:55",0,0,0,"9575.125s (~2.66 hours)",2.65975694444444,"Deans"
"919","D4B","No","7~8","2022-08-31 05:02:55","2022-08-31 07:46:51",0,0.1,0.1,"9836.53999996185s (~2.73 hours)",2.73237222221163,"Deans"
